-3.400   0.000   -0.000   11.935   12.740
-3.367   -0.000   0.000   11.920   12.724
-3.333   0.000   -0.000   11.915   12.709
-3.300   0.000   -0.001   11.915   12.698
-3.267   -0.001   -0.000   11.915   12.687
-3.233   -0.004   -0.000   11.915   12.681
-3.200   -0.008   0.000   11.915   12.677
-3.167   -0.009   0.000   11.915   12.674
-3.133   -0.010   -0.000   11.915   12.672
-3.100   -0.010   -0.000   11.915   12.672
-3.067   -0.010   -0.000   11.915   12.672
-3.033   -0.011   -0.000   11.915   12.672
-3.000   -0.012   -0.000   11.915   12.672
-2.967   -0.012   -0.000   11.915   12.672
-2.933   -0.013   -0.000   11.915   12.672
-2.900   -0.014   -0.000   11.915   12.673
-2.867   -0.014   -0.001   11.915   12.673
-2.833   -0.015   -0.001   11.915   12.673
-2.800   -0.015   -0.001   11.915   12.673
-2.767   -0.016   -0.001   11.915   12.673
-2.733   -0.016   -0.001   11.915   12.673
-2.700   -0.016   -0.001   11.915   12.673
-2.667   -0.016   -0.001   11.915   12.673
-2.633   -0.017   -0.002   11.915   12.672
-2.600   -0.017   -0.003   11.915   12.672
-2.567   -0.017   -0.004   11.915   12.672
-2.533   -0.017   -0.004   11.915   12.672
-2.500   -0.018   -0.003   11.914   12.670
-2.467   -0.019   -0.002   11.913   12.669
-2.433   -0.019   -0.001   11.913   12.668
-2.400   -0.011   0.002   11.930   12.669
-2.367   0.001   0.022   11.976   12.664
-2.333   0.020   0.040   12.052   12.663
-2.300   0.043   0.038   12.122   12.666
-2.267   0.053   0.034   12.185   12.678
-2.233   0.077   0.034   12.232   12.688
-2.200   0.082   0.033   12.263   12.698
-2.167   0.089   0.036   12.277   12.709
-2.133   0.097   0.038   12.283   12.725
-2.100   0.106   0.040   12.281   12.737
-2.067   0.109   0.043   12.264   12.739
-2.033   0.107   0.050   12.253   12.749
-2.000   0.105   0.056   12.220   12.748
-1.967   0.103   0.058   12.186   12.788
-1.933   0.096   0.064   12.147   12.816
-1.900   0.074   0.079   12.094   12.810
-1.867   0.068   0.094   12.020   12.796
-1.833   0.064   0.102   11.940   12.784
-1.800   0.060   0.103   11.882   12.798
-1.767   0.032   0.109   11.836   12.823
-1.733   0.011   0.128   11.781   12.818
-1.700   -0.027   0.134   11.719   12.797
-1.667   -0.047   0.133   11.697   12.799
-1.633   -0.077   0.132   11.677   12.787
-1.600   -0.092   0.113   11.644   12.771
-1.567   -0.112   0.096   11.621   12.777
-1.533   -0.143   0.093   11.602   12.811
-1.500   -0.179   0.096   11.580   12.843
-1.467   -0.205   0.098   11.540   12.853
-1.433   -0.209   0.097   11.486   12.853
-1.400   -0.217   0.086   11.438   12.841
-1.367   -0.250   0.086   11.393   12.851
-1.333   -0.314   0.079   11.358   12.905
-1.300   -0.360   0.073   11.281   12.945
-1.267   -0.388   0.064   11.191   12.950
-1.233   -0.413   0.061   11.088   12.937
-1.200   -0.445   0.059   10.974   12.810
-1.167   -0.462   0.059   10.860   12.692
-1.133   -0.554   0.041   10.709   12.614
-1.100   -0.565   0.017   10.669   12.493
-1.067   -0.625   0.014   10.486   12.414
-1.033   -0.623   -0.031   10.349   12.311
-1.000   -0.616   -0.063   10.147   12.267
-0.967   -0.627   -0.056   9.909   12.080
-0.933   -0.614   -0.053   9.663   12.015
-0.900   -0.527   -0.057   13.287   10.935
-0.867   -0.470   -0.064   12.865   10.376
-0.833   -0.466   -0.060   9.222   11.311
-0.800   -0.439   -0.063   8.970   11.400
-0.767   -0.391   -0.076   8.926   11.337
-0.733   -0.318   -0.094   8.917   11.292
-0.700   -0.255   -0.126   8.951   11.261
-0.667   -0.139   -0.182   9.111   11.231
-0.633   -0.012   -0.268   9.255   11.280
-0.600   0.079   -0.346   9.441   11.289
-0.567   0.163   -0.391   9.514   11.325
-0.533   0.344   -0.433   11.747   8.734
-0.500   0.274   -0.449   9.949   10.820
-0.467   0.383   -0.485   9.793   11.126
-0.433   0.444   -0.489   9.805   11.151
-0.400   0.596   -0.486   11.300   8.801
-0.367   0.695   -0.490   10.367   10.724
-0.333   0.675   -0.488   10.164   10.943
-0.300   1.062   -0.410   11.470   8.572
-0.267   1.105   -0.336   11.867   8.450
-0.233   0.955   -0.118   11.218   10.511
-0.200   0.892   0.133   11.294   10.511
-0.167   0.844   0.488   11.606   10.398
-0.133   0.765   0.828   11.348   10.148
-0.100   0.626   1.044   10.646   8.534
-0.067   0.562   1.034   10.538   8.445
-0.033   0.486   1.092   11.338   8.070
0.000   0.421   1.238   12.098   7.527
0.033   0.351   1.316   13.077   8.434
0.067   0.390   1.309   13.235   9.579
0.100   0.405   1.306   13.158   9.659
0.133   0.447   1.290   12.581   9.904
0.167   0.517   1.278   12.689   11.208
0.200   0.652   1.149   12.247   11.567
0.233   0.707   0.582   11.810   11.952
0.267   0.714   0.296   11.700   12.122
0.300   0.731   0.195   11.130   12.278
0.333   0.732   0.161   11.282   12.241
0.367   0.719   0.136   11.038   12.246
0.400   0.710   0.071   11.254   12.454
0.433   0.700   0.158   11.528   12.537
0.467   0.686   0.179   11.618   12.518
0.500   0.683   0.156   11.700   12.250
0.533   0.697   0.170   11.788   12.183
0.567   0.706   0.305   11.832   12.096
0.600   0.715   0.396   11.849   11.985
0.633   0.719   0.462   11.892   11.853
0.667   0.739   0.486   11.924   11.792
0.700   0.774   0.471   12.005   11.777
0.733   0.811   0.407   12.039   11.801
0.767   0.854   0.263   12.077   11.842
0.800   0.851   0.218   12.057   11.879
0.833   0.839   0.199   12.041   11.860
0.867   0.787   0.210   12.033   11.819
0.900   0.693   0.228   11.977   11.739
0.933   0.609   0.265   11.889   11.689
