-2.933   0.000   -0.000   11.029   9.407
-2.900   0.100   0.021   11.025   9.411
-2.867   0.072   0.031   11.025   9.419
-2.833   0.044   0.037   11.031   9.426
-2.800   0.014   0.044   11.036   9.434
-2.767   -0.004   0.050   11.043   9.441
-2.733   -0.004   0.050   11.048   9.447
-2.700   0.184   0.029   11.056   9.458
-2.667   0.159   0.028   11.057   9.467
-2.633   0.285   -0.006   11.068   9.505
-2.600   0.332   -0.033   11.098   9.521
-2.567   0.338   -0.049   11.137   9.524
-2.533   0.359   -0.055   11.156   9.535
-2.500   0.251   -0.053   11.161   9.562
-2.467   0.248   -0.051   11.193   9.605
-2.433   0.240   -0.038   11.236   9.621
-2.400   0.301   -0.041   11.284   9.631
-2.367   0.323   -0.040   11.314   9.640
-2.333   0.293   -0.034   11.319   9.644
-2.300   0.170   -0.023   11.328   9.669
-2.267   0.137   -0.008   11.459   9.675
-2.233   0.134   -0.004   11.528   9.705
-2.200   0.135   0.003   11.577   9.698
-2.167   0.139   -0.001   11.684   9.691
-2.133   0.151   -0.002   11.745   9.663
-2.100   0.158   -0.004   11.759   9.628
-2.067   0.169   -0.001   11.823   9.585
-2.033   0.186   0.005   11.862   9.546
-2.000   0.203   0.009   11.890   9.530
-1.967   0.204   0.010   12.003   9.502
-1.933   0.205   0.014   12.047   9.473
-1.900   0.205   0.019   12.134   9.460
-1.867   0.206   0.026   12.222   9.436
-1.833   0.212   0.028   12.313   9.372
-1.800   0.218   0.031   12.389   9.345
-1.767   0.218   0.031   12.431   9.344
-1.733   0.217   0.031   12.471   9.334
-1.700   0.203   0.035   12.481   9.321
-1.667   0.191   0.038   12.508   9.282
-1.633   0.184   0.037   12.523   9.227
-1.600   0.167   0.037   12.542   9.202
-1.567   0.136   0.036   12.554   9.174
-1.533   0.108   0.031   12.536   9.152
-1.500   0.077   0.025   12.528   9.141
-1.467   0.032   0.024   12.528   9.147
-1.433   -0.008   0.024   12.516   9.143
-1.400   -0.019   0.024   12.506   9.142
-1.367   -0.031   0.025   12.457   9.146
-1.333   -0.056   0.027   12.358   9.136
-1.300   -0.100   0.024   12.286   9.133
-1.267   -0.133   0.025   12.191   9.137
-1.233   -0.166   0.028   12.131   9.142
-1.200   -0.197   0.034   12.041   9.151
-1.167   -0.231   0.043   11.929   9.185
-1.133   -0.266   0.050   11.841   9.257
-1.100   -0.300   0.051   11.695   9.344
-1.067   -0.324   0.053   11.466   9.390
-1.033   -0.345   0.056   11.317   9.392
-1.000   -0.337   0.056   11.233   9.392
-0.967   -0.327   0.056   11.202   9.382
-0.933   -0.340   0.055   11.213   9.282
-0.900   -0.328   0.055   11.251   9.106
-0.867   -0.326   0.058   11.328   8.936
-0.833   -0.271   0.061   11.380   8.718
-0.800   -0.196   0.062   11.440   8.577
-0.767   -0.133   0.062   11.544   8.410
-0.733   -0.091   0.049   11.550   8.256
-0.700   -0.049   0.022   11.554   8.106
-0.667   -0.002   -0.053   11.536   7.957
-0.633   0.064   -0.116   11.535   7.840
-0.600   0.144   -0.184   11.471   7.839
-0.567   0.197   -0.228   11.414   7.823
-0.533   0.288   -0.281   11.239   7.806
-0.500   0.352   -0.319   11.179   7.836
-0.467   0.420   -0.360   10.934   7.927
-0.433   0.448   -0.389   10.947   7.966
-0.400   0.523   -0.431   10.969   7.988
-0.367   0.603   -0.474   10.918   8.071
-0.333   0.692   -0.493   10.806   8.398
-0.300   0.746   -0.454   10.758   8.427
-0.267   0.809   -0.433   10.682   8.388
-0.233   0.859   -0.389   10.600   8.341
-0.200   0.930   -0.212   10.520   8.279
-0.167   1.035   -0.038   10.490   8.033
-0.133   1.113   0.154   10.421   7.707
-0.100   1.190   0.514   10.443   7.313
-0.067   1.262   0.751   10.571   6.654
-0.033   1.338   0.891   11.165   5.974
0.000   1.378   1.036   11.788   5.068
0.033   1.415   1.118   12.434   5.156
0.067   1.528   0.995   12.796   5.375
0.100   1.552   0.979   13.078   5.888
0.133   1.583   0.928   13.192   6.950
0.167   1.650   0.865   12.680   7.897
0.200   1.733   0.750   12.550   8.664
0.233   1.835   0.574   12.625   8.905
0.267   1.875   0.329   12.740   9.180
0.300   1.982   0.168   11.840   9.319
0.333   2.071   0.135   12.019   9.427
0.367   2.133   0.154   11.404   9.458
0.400   2.189   0.172   11.341   9.453
0.433   2.241   0.182   11.391   9.504
0.467   2.307   0.152   11.511   9.529
0.500   2.336   0.171   12.727   9.765
0.533   2.359   0.191   12.284   9.564
0.567   2.342   0.188   12.134   9.552
0.600   2.333   0.198   12.222   9.575
0.633   2.358   0.198   12.974   9.488
0.667   2.376   0.200   13.131   9.433
0.700   2.382   0.203   13.130   9.173
0.733   2.399   0.227   13.234   8.964
0.767   2.410   0.244   13.371   8.956
0.800   2.429   0.256   13.511   8.994
0.833   2.453   0.256   13.626   9.027
0.867   2.481   0.249   13.689   9.051
0.900   2.526   0.215   13.744   9.059
0.933   2.573   0.183   13.826   9.018
0.967   2.589   0.164   13.873   8.925
1.000   2.622   0.149   13.870   8.907
1.033   2.638   0.149   13.870   8.866
